Chemical Formula,Eg predicted by ETR (eV),Eg predicted by XGBR (eV)
C6H18N2Pb1I4,2.37139,2.636123
C6H18N2Bi1F4,2.865914,2.226559
C6H18N2Bi1Cl4,3.066552,3.082431
C6H18N2Bi1Br4,2.940588,2.850617
C6H18N2Bi1I4,2.295876,2.406093
C15H36N3O6Ge1F4,3.093841,3.4047
C15H36N3O6Ge1Cl4,3.254708,3.664012
C15H36N3O6Ge1Br4,3.031821,3.381088
C15H36N3O6Ge1I4,2.343217,3.179428
C15H36N3O6Cd1F4,2.698348,2.334745
C15H36N3O6Cd1Cl4,3.129401,3.591739
C15H36N3O6Cd1Br4,3.016332,3.187509
C15H36N3O6Cd1I4,2.610302,3.281886
C15H36N3O6Sn1F4,2.541706,2.337564
C15H36N3O6Sn1Cl4,3.018436,3.63045
C15H36N3O6Sn1Br4,2.770809,3.201228
C15H36N3O6Sn1I4,2.151525,3.346668
C15H36N3O6Pb1F4,3.05734,2.545328
C15H36N3O6Pb1Cl4,3.101695,3.396616
C15H36N3O6Pb1Br4,2.908978,3.201345
C15H36N3O6Pb1I4,2.313418,3.307555
C15H36N3O6Bi1F4,2.952564,2.261611
C15H36N3O6Bi1Cl4,3.03813,3.128476
C15H36N3O6Bi1Br4,2.938454,2.759944
C15H36N3O6Bi1I4,2.267357,2.992206
C14H18N2Ge1F6,2.97948,3.296731
C14H18N2Ge1Cl6,3.037548,3.276775
C14H18N2Ge1Br6,2.953997,3.197837
C14H18N2Ge1I6,2.371142,2.536023
C14H18N2Cd1F6,2.637474,2.392385
C14H18N2Cd1Cl6,2.90862,2.903596
C14H18N2Cd1Br6,2.82537,2.936378
C14H18N2Cd1I6,2.596069,2.738727
C14H18N2Sn1F6,2.394975,2.419431
C14H18N2Sn1Cl6,2.853872,3.197649
C14H18N2Sn1Br6,2.665571,3.040401
C14H18N2Sn1I6,2.171423,2.538616
C14H18N2Pb1F6,2.867598,2.640908
C14H18N2Pb1Cl6,2.943188,3.109204
C14H18N2Pb1Br6,2.87789,2.889826
C14H18N2Pb1I6,2.34535,2.549865
C14H18N2Bi1F6,2.810365,2.204221
C14H18N2Bi1Cl6,3.034187,3.062874
C14H18N2Bi1Br6,2.899392,2.599488
C14H18N2Bi1I6,2.327304,2.335622
C20H48N4Ge1F4,3.081708,3.271258
C20H48N4Ge1Cl4,3.09568,3.5269
C20H48N4Ge1Br4,2.951072,3.18416
C20H48N4Ge1I4,2.321544,2.480299
C20H48N4Cd1F4,2.621383,2.352569
C20H48N4Cd1Cl4,2.96228,3.21237
C20H48N4Cd1Br4,2.840544,2.97399
C20H48N4Cd1I4,2.525991,2.633288
C20H48N4Sn1F4,2.461997,2.334502
C20H48N4Sn1Cl4,2.887155,3.491
C20H48N4Sn1Br4,2.683204,3.059994
C20H48N4Sn1I4,2.143113,2.526018
C20H48N4Pb1F4,2.912633,2.558108
C20H48N4Pb1Cl4,3.046001,3.375254
C20H48N4Pb1Br4,2.874024,2.953305
C20H48N4Pb1I4,2.284643,2.58313
C20H48N4Bi1F4,2.852994,2.215195
C20H48N4Bi1Cl4,3.045118,3.069938
C20H48N4Bi1Br4,2.946899,2.7607
C20H48N4Bi1I4,2.270955,2.412106
C22H27N2S4Ge1F3,3.001243,3.19909
C22H27N2S4Ge1Cl3,3.099286,3.038407
C22H27N2S4Ge1Br3,3.032354,3.182301
C22H27N2S4Ge1I3,2.373044,3.178316
C22H27N2S4Cd1F3,2.656212,2.193969
C22H27N2S4Cd1Cl3,3.000074,3.042228
C22H27N2S4Cd1Br3,2.897179,3.03465
C22H27N2S4Cd1I3,2.597552,3.229528
C22H27N2S4Sn1F3,2.473795,2.218209
C22H27N2S4Sn1Cl3,2.863402,3.056506
C22H27N2S4Sn1Br3,2.701866,3.040242
C22H27N2S4Sn1I3,2.28145,3.089347
C22H27N2S4Pb1F3,2.968213,2.436542
C22H27N2S4Pb1Cl3,3.013904,3.038941
C22H27N2S4Pb1Br3,2.939439,2.994144
C22H27N2S4Pb1I3,2.347458,3.186888
C22H27N2S4Bi1F3,2.879773,2.283043
C22H27N2S4Bi1Cl3,3.066109,3.105248
C22H27N2S4Bi1Br3,2.941252,2.78119
C22H27N2S4Bi1I3,2.267532,2.494278
C20H48N4Ge1F4,3.081708,3.271258
C20H48N4Ge1Cl4,3.09568,3.5269
C20H48N4Ge1Br4,2.951072,3.18416
C20H48N4Ge1I4,2.321544,2.480299
C20H48N4Cd1F4,2.621383,2.352569
C20H48N4Cd1Cl4,2.96228,3.21237
C20H48N4Cd1Br4,2.840544,2.97399
C20H48N4Cd1I4,2.525991,2.633288
C20H48N4Sn1F4,2.461997,2.334502
C20H48N4Sn1Cl4,2.887155,3.491
C20H48N4Sn1Br4,2.683204,3.059994
C20H48N4Sn1I4,2.143113,2.526018
C20H48N4Pb1F4,2.912633,2.558108
C20H48N4Pb1Cl4,3.046001,3.375254
C20H48N4Pb1Br4,2.874024,2.953305
C20H48N4Pb1I4,2.284643,2.58313
C20H48N4Bi1F4,2.852994,2.215195
C20H48N4Bi1Cl4,3.045118,3.069938
C20H48N4Bi1Br4,2.946899,2.7607
C20H48N4Bi1I4,2.270955,2.412106
C4H14N2Ge1F6,2.983685,3.163095
C4H14N2Ge1Cl6,3.069644,3.369716
C4H14N2Ge1Br6,2.994374,3.249976
C4H14N2Ge1I6,2.390625,2.469085
C4H14N2Cd1F6,2.659665,2.29127
C4H14N2Cd1Cl6,2.917173,3.022044
C4H14N2Cd1Br6,2.834412,3.075878
C4H14N2Cd1I6,2.651203,3.369512
C4H14N2Sn1F6,2.455915,2.355817
C4H14N2Sn1Cl6,2.841799,3.34008
C4H14N2Sn1Br6,2.666598,3.022
C4H14N2Sn1I6,2.224198,2.503829
C4H14N2Pb1F6,2.969881,2.580332
C4H14N2Pb1Cl6,2.981334,3.260527
C4H14N2Pb1Br6,2.894195,2.978714
C4H14N2Pb1I6,2.371091,2.663672
C4H14N2Bi1F6,2.865014,2.259959
C4H14N2Bi1Cl6,3.068452,3.110762
C4H14N2Bi1Br6,2.920304,2.862513
C4H14N2Bi1I6,2.301422,2.414902
C7H12N2Ge1F4,3.102103,3.270439
C7H12N2Ge1Cl4,3.059978,3.36401
C7H12N2Ge1Br4,2.993678,3.26842
C7H12N2Ge1I4,2.411343,2.561472
C7H12N2Cd1F4,2.655391,2.281992
C7H12N2Cd1Cl4,2.924148,2.906468
C7H12N2Cd1Br4,2.833261,3.002377
C7H12N2Cd1I4,2.632761,3.153492
C7H12N2Sn1F4,2.465395,2.418846
C7H12N2Sn1Cl4,2.833922,3.247247
C7H12N2Sn1Br4,2.663637,3.118978
C7H12N2Sn1I4,2.220088,2.582658
C7H12N2Pb1F4,2.966281,2.483361
C7H12N2Pb1Cl4,2.981996,3.253402
C7H12N2Pb1Br4,2.871209,2.991418
C7H12N2Pb1I4,2.369393,2.62573
C7H12N2Bi1F4,2.813828,2.205743
C7H12N2Bi1Cl4,3.050742,3.099764
C7H12N2Bi1Br4,2.923452,2.67491
C7H12N2Bi1I4,2.289842,2.32703
C7H12N2Ge1F4,3.102103,3.270439
C7H12N2Ge1Cl4,3.059978,3.36401
C7H12N2Ge1Br4,2.993678,3.26842
C7H12N2Ge1I4,2.411343,2.561472
C7H12N2Cd1F4,2.655391,2.281992
C7H12N2Cd1Cl4,2.924148,2.906468
C7H12N2Cd1Br4,2.833261,3.002377
C7H12N2Cd1I4,2.632761,3.153492
C7H12N2Sn1F4,2.465395,2.418846
C7H12N2Sn1Cl4,2.833922,3.247247
C7H12N2Sn1Br4,2.663637,3.118978
C7H12N2Sn1I4,2.220088,2.582658
C7H12N2Pb1F4,2.966281,2.483361
C7H12N2Pb1Cl4,2.981996,3.253402
C7H12N2Pb1Br4,2.871209,2.991418
C7H12N2Pb1I4,2.369393,2.62573
C7H12N2Bi1F4,2.813828,2.205743
C7H12N2Bi1Cl4,3.050742,3.099764
C7H12N2Bi1Br4,2.923452,2.67491
C7H12N2Bi1I4,2.289842,2.32703
C7H12N2Ge1F4,3.102103,3.270439
C7H12N2Ge1Cl4,3.059978,3.36401
C7H12N2Ge1Br4,2.993678,3.26842
C7H12N2Ge1I4,2.411343,2.561472
C7H12N2Cd1F4,2.655391,2.281992
C7H12N2Cd1Cl4,2.924148,2.906468
C7H12N2Cd1Br4,2.833261,3.002377
C7H12N2Cd1I4,2.632761,3.153492
C7H12N2Sn1F4,2.465395,2.418846
C7H12N2Sn1Cl4,2.833922,3.247247
C7H12N2Sn1Br4,2.663637,3.118978
C7H12N2Sn1I4,2.220088,2.582658
C7H12N2Pb1F4,2.966281,2.483361
C7H12N2Pb1Cl4,2.981996,3.253402
C7H12N2Pb1Br4,2.871209,2.991418
C7H12N2Pb1I4,2.369393,2.62573
C7H12N2Bi1F4,2.813828,2.205743
C7H12N2Bi1Cl4,3.050742,3.099764
C7H12N2Bi1Br4,2.923452,2.67491
C7H12N2Bi1I4,2.289842,2.32703
C7H12N2Ge1F4,3.102103,3.270439
C7H12N2Ge1Cl4,3.059978,3.36401
C7H12N2Ge1Br4,2.993678,3.26842
C7H12N2Ge1I4,2.411343,2.561472
C7H12N2Cd1F4,2.655391,2.281992
C7H12N2Cd1Cl4,2.924148,2.906468
C7H12N2Cd1Br4,2.833261,3.002377
C7H12N2Cd1I4,2.632761,3.153492
C7H12N2Sn1F4,2.465395,2.418846
C7H12N2Sn1Cl4,2.833922,3.247247
C7H12N2Sn1Br4,2.663637,3.118978
C7H12N2Sn1I4,2.220088,2.582658
C7H12N2Pb1F4,2.966281,2.483361
C7H12N2Pb1Cl4,2.981996,3.253402
C7H12N2Pb1Br4,2.871209,2.991418
C7H12N2Pb1I4,2.369393,2.62573
C7H12N2Bi1F4,2.813828,2.205743
C7H12N2Bi1Cl4,3.050742,3.099764
C7H12N2Bi1Br4,2.923452,2.67491
C7H12N2Bi1I4,2.289842,2.32703
C28H40N4Ge1F4,2.967989,3.241012
C28H40N4Ge1Cl4,3.083989,3.502511
C28H40N4Ge1Br4,2.968848,3.131
C28H40N4Ge1I4,2.345665,2.530627
C28H40N4Cd1F4,2.583474,2.303576
C28H40N4Cd1Cl4,3.011311,3.51385
C28H40N4Cd1Br4,2.859356,3.08449
C28H40N4Cd1I4,2.496753,2.622701
C28H40N4Sn1F4,2.429491,2.331281
C28H40N4Sn1Cl4,2.914051,3.46099
C28H40N4Sn1Br4,2.692004,3.064423
C28H40N4Sn1I4,2.131066,2.668394
C28H40N4Pb1F4,2.870121,2.508778
C28H40N4Pb1Cl4,3.040705,3.308449
C28H40N4Pb1Br4,2.919948,2.968112
C28H40N4Pb1I4,2.28481,2.548929
C28H40N4Bi1F4,2.76942,2.287919
C28H40N4Bi1Cl4,3.004647,3.09995
C28H40N4Bi1Br4,2.919589,2.643243
C28H40N4Bi1I4,2.292524,2.408344
C2H10N4Ge1F4,3.080797,3.240288
C2H10N4Ge1Cl4,3.069661,3.355888
C2H10N4Ge1Br4,2.959415,3.296149
C2H10N4Ge1I4,2.379826,3.23796
C2H10N4Cd1F4,2.642276,2.30575
C2H10N4Cd1Cl4,2.967214,3.224418
C2H10N4Cd1Br4,2.860963,3.062511
C2H10N4Cd1I4,2.622101,3.458884
C2H10N4Sn1F4,2.462701,2.443138
C2H10N4Sn1Cl4,2.817271,3.28824
C2H10N4Sn1Br4,2.674986,3.086089
C2H10N4Sn1I4,2.242407,3.196869
C2H10N4Pb1F4,2.958957,2.502058
C2H10N4Pb1Cl4,2.989123,3.177832
C2H10N4Pb1Br4,2.864557,2.890332
C2H10N4Pb1I4,2.35545,3.228307
C2H10N4Bi1F4,2.814639,2.227266
C2H10N4Bi1Cl4,3.036792,3.113624
C2H10N4Bi1Br4,2.925035,2.634923
C2H10N4Bi1I4,2.281416,2.327628
C36H44N4Ge1F4,3.093584,4.03537
C36H44N4Ge1Cl4,3.074999,3.607553
C36H44N4Ge1Br4,2.969377,3.279016
C36H44N4Ge1I4,2.363009,2.561148
C36H44N4Cd1F4,2.627714,2.374402
C36H44N4Cd1Cl4,2.959366,3.244222
C36H44N4Cd1Br4,2.832391,3.006435
C36H44N4Cd1I4,2.521732,2.678409
C36H44N4Sn1F4,2.450741,2.399755
C36H44N4Sn1Cl4,2.886776,3.551899
C36H44N4Sn1Br4,2.630321,3.061867
C36H44N4Sn1I4,2.145095,2.588388
C36H44N4Pb1F4,2.872317,2.60343
C36H44N4Pb1Cl4,2.997042,3.382088
C36H44N4Pb1Br4,2.874348,3.022007
C36H44N4Pb1I4,2.326864,2.581802
C36H44N4Bi1F4,2.785453,2.284357
C36H44N4Bi1Cl4,3.033409,3.031864
C36H44N4Bi1Br4,2.932931,2.570468
C36H44N4Bi1I4,2.295736,2.249539
C16H24N2Ge1F4,3.160421,4.052998
C16H24N2Ge1Cl4,3.085221,3.56796
C16H24N2Ge1Br4,2.9744,3.27048
C16H24N2Ge1I4,2.361966,2.580566
C16H24N2Cd1F4,2.681485,2.358537
C16H24N2Cd1Cl4,2.926925,2.870456
C16H24N2Cd1Br4,2.80867,3.000998
C16H24N2Cd1I4,2.601453,2.809751
C16H24N2Sn1F4,2.506445,2.422173
C16H24N2Sn1Cl4,2.884624,3.217212
C16H24N2Sn1Br4,2.677322,3.033661
C16H24N2Sn1I4,2.167007,2.52506
C16H24N2Pb1F4,2.942772,2.569613
C16H24N2Pb1Cl4,3.023948,3.394918
C16H24N2Pb1Br4,2.864316,2.939299
C16H24N2Pb1I4,2.351636,2.591183
C16H24N2Bi1F4,2.81284,2.273683
C16H24N2Bi1Cl4,3.04173,3.050221
C16H24N2Bi1Br4,2.92612,2.604214
C16H24N2Bi1I4,2.290946,2.296067
C16H24N2Ge1F4,3.160421,4.052998
C16H24N2Ge1Cl4,3.085221,3.56796
C16H24N2Ge1Br4,2.9744,3.27048
C16H24N2Ge1I4,2.361966,2.580566
C16H24N2Cd1F4,2.681485,2.358537
C16H24N2Cd1Cl4,2.926925,2.870456
C16H24N2Cd1Br4,2.80867,3.000998
C16H24N2Cd1I4,2.601453,2.809751
C16H24N2Sn1F4,2.506445,2.422173
C16H24N2Sn1Cl4,2.884624,3.217212
C16H24N2Sn1Br4,2.677322,3.033661
C16H24N2Sn1I4,2.167007,2.52506
C16H24N2Pb1F4,2.942772,2.569613
C16H24N2Pb1Cl4,3.023948,3.394918
C16H24N2Pb1Br4,2.864316,2.939299
C16H24N2Pb1I4,2.351636,2.591183
C16H24N2Bi1F4,2.81284,2.273683
C16H24N2Bi1Cl4,3.04173,3.050221
C16H24N2Bi1Br4,2.92612,2.604214
C16H24N2Bi1I4,2.290946,2.296067
C16H24N2Ge1F4,3.160421,4.052998
C16H24N2Ge1Cl4,3.085221,3.56796
C16H24N2Ge1Br4,2.9744,3.27048
C16H24N2Ge1I4,2.361966,2.580566
C16H24N2Cd1F4,2.681485,2.358537
C16H24N2Cd1Cl4,2.926925,2.870456
C16H24N2Cd1Br4,2.80867,3.000998
C16H24N2Cd1I4,2.601453,2.809751
C16H24N2Sn1F4,2.506445,2.422173
C16H24N2Sn1Cl4,2.884624,3.217212
C16H24N2Sn1Br4,2.677322,3.033661
C16H24N2Sn1I4,2.167007,2.52506
C16H24N2Pb1F4,2.942772,2.569613
C16H24N2Pb1Cl4,3.023948,3.394918
C16H24N2Pb1Br4,2.864316,2.939299
C16H24N2Pb1I4,2.351636,2.591183
C16H24N2Bi1F4,2.81284,2.273683
C16H24N2Bi1Cl4,3.04173,3.050221
C16H24N2Bi1Br4,2.92612,2.604214
C16H24N2Bi1I4,2.290946,2.296067
C48H72N6O6Ge1F4,3.081626,4.081704
C48H72N6O6Ge1Cl4,3.137533,3.619738
C48H72N6O6Ge1Br4,2.996006,3.289296
C48H72N6O6Ge1I4,2.32906,3.00964
C48H72N6O6Cd1F4,2.700584,2.250227
C48H72N6O6Cd1Cl4,3.059861,3.53283
C48H72N6O6Cd1Br4,2.917516,3.098616
C48H72N6O6Cd1I4,2.543981,3.061205
C48H72N6O6Sn1F4,2.459155,2.359983
C48H72N6O6Sn1Cl4,2.931439,3.447885
C48H72N6O6Sn1Br4,2.69568,3.017444
C48H72N6O6Sn1I4,2.156373,2.983482
C48H72N6O6Pb1F4,2.923649,2.571563
C48H72N6O6Pb1Cl4,3.0717,3.350905
C48H72N6O6Pb1Br4,2.912938,2.954941
C48H72N6O6Pb1I4,2.317053,3.043351
C48H72N6O6Bi1F4,2.823015,2.406199
C48H72N6O6Bi1Cl4,3.02396,3.099863
C48H72N6O6Bi1Br4,2.945755,2.754253
C48H72N6O6Bi1I4,2.278174,2.441206
C12H14N2Ge1F6,3.161511,4.097346
C12H14N2Ge1Cl6,3.096664,3.02484
C12H14N2Ge1Br6,2.971144,3.245147
C12H14N2Ge1I6,2.402028,2.651667
C12H14N2Cd1F6,2.655236,2.305149
C12H14N2Cd1Cl6,2.901843,3.02691
C12H14N2Cd1Br6,2.828861,3.014469
C12H14N2Cd1I6,2.597086,3.065174
C12H14N2Sn1F6,2.49415,2.479216
C12H14N2Sn1Cl6,2.827097,2.924451
C12H14N2Sn1Br6,2.652818,3.071876
C12H14N2Sn1I6,2.20145,2.592718
C12H14N2Pb1F6,2.958116,2.615756
C12H14N2Pb1Cl6,3.015851,2.884393
C12H14N2Pb1Br6,2.863123,2.957079
C12H14N2Pb1I6,2.37649,2.618412
C12H14N2Bi1F6,2.82777,2.197707
C12H14N2Bi1Cl6,3.049642,3.079423
C12H14N2Bi1Br6,2.93655,2.700275
C12H14N2Bi1I6,2.294581,2.305782
C12H14N2Ge1F6,3.161511,4.097346
C12H14N2Ge1Cl6,3.096664,3.02484
C12H14N2Ge1Br6,2.971144,3.245147
C12H14N2Ge1I6,2.402028,2.651667
C12H14N2Cd1F6,2.655236,2.305149
C12H14N2Cd1Cl6,2.901843,3.02691
C12H14N2Cd1Br6,2.828861,3.014469
C12H14N2Cd1I6,2.597086,3.065174
C12H14N2Sn1F6,2.49415,2.479216
C12H14N2Sn1Cl6,2.827097,2.924451
C12H14N2Sn1Br6,2.652818,3.071876
C12H14N2Sn1I6,2.20145,2.592718
C12H14N2Pb1F6,2.958116,2.615756
C12H14N2Pb1Cl6,3.015851,2.884393
C12H14N2Pb1Br6,2.863123,2.957079
C12H14N2Pb1I6,2.37649,2.618412
C12H14N2Bi1F6,2.82777,2.197707
C12H14N2Bi1Cl6,3.049642,3.079423
C12H14N2Bi1Br6,2.93655,2.700275
C12H14N2Bi1I6,2.294581,2.305782
C16H20N2Ge1F8,3.100808,3.245844
C16H20N2Ge1Cl8,3.064837,3.277796
C16H20N2Ge1Br8,2.975111,3.199039
C16H20N2Ge1I8,2.388292,2.547699
C16H20N2Cd1F8,2.649167,2.29539
C16H20N2Cd1Cl8,2.862986,2.894972
C16H20N2Cd1Br8,2.808061,2.917144
C16H20N2Cd1I8,2.587642,2.71549
C16H20N2Sn1F8,2.448946,2.422606
C16H20N2Sn1Cl8,2.863945,3.176947
C16H20N2Sn1Br8,2.646343,3.041602
C16H20N2Sn1I8,2.146978,2.521281
C16H20N2Pb1F8,2.901048,2.625478
C16H20N2Pb1Cl8,3.028452,3.057395
C16H20N2Pb1Br8,2.872416,2.886788
C16H20N2Pb1I8,2.369593,2.623153
C16H20N2Bi1F8,2.820815,2.112585
C16H20N2Bi1Cl8,3.048487,3.049315
C16H20N2Bi1Br8,2.915572,2.606176
C16H20N2Bi1I8,2.295352,2.289494
C16H20N2Ge1F8,3.100808,3.245844
C16H20N2Ge1Cl8,3.064837,3.277796
C16H20N2Ge1Br8,2.975111,3.199039
C16H20N2Ge1I8,2.388292,2.547699
C16H20N2Cd1F8,2.649167,2.29539
C16H20N2Cd1Cl8,2.862986,2.894972
C16H20N2Cd1Br8,2.808061,2.917144
C16H20N2Cd1I8,2.587642,2.71549
C16H20N2Sn1F8,2.448946,2.422606
C16H20N2Sn1Cl8,2.863945,3.176947
C16H20N2Sn1Br8,2.646343,3.041602
C16H20N2Sn1I8,2.146978,2.521281
C16H20N2Pb1F8,2.901048,2.625478
C16H20N2Pb1Cl8,3.028452,3.057395
C16H20N2Pb1Br8,2.872416,2.886788
C16H20N2Pb1I8,2.369593,2.623153
C16H20N2Bi1F8,2.820815,2.112585
C16H20N2Bi1Cl8,3.048487,3.049315
C16H20N2Bi1Br8,2.915572,2.606176
C16H20N2Bi1I8,2.295352,2.289494
C20H32N2Ge1F4,3.144225,4.04434
C20H32N2Ge1Cl4,3.098201,3.576304
C20H32N2Ge1Br4,2.976169,3.265926
C20H32N2Ge1I4,2.37957,2.586468
C20H32N2Cd1F4,2.676588,2.414001
C20H32N2Cd1Cl4,2.978822,2.90256
C20H32N2Cd1Br4,2.812473,3.005605
C20H32N2Cd1I4,2.590505,2.797442
C20H32N2Sn1F4,2.499945,2.428906
C20H32N2Sn1Cl4,2.900585,3.53304
C20H32N2Sn1Br4,2.69514,3.066549
C20H32N2Sn1I4,2.174864,2.575128
C20H32N2Pb1F4,2.931922,2.540195
C20H32N2Pb1Cl4,3.041695,3.395555
C20H32N2Pb1Br4,2.867876,2.943146
C20H32N2Pb1I4,2.344172,2.611918
C20H32N2Bi1F4,2.81284,2.275802
C20H32N2Bi1Cl4,3.042647,3.053814
C20H32N2Bi1Br4,2.929587,2.611986
C20H32N2Bi1I4,2.290946,2.293454
C54H96N8Ge1F14,2.941551,3.303254
C54H96N8Ge1Cl14,3.079925,3.569614
C54H96N8Ge1Br14,2.976331,3.247923
C54H96N8Ge1I14,2.377684,2.58959
C54H96N8Cd1F14,2.598844,2.387628
C54H96N8Cd1Cl14,3.013561,3.624175
C54H96N8Cd1Br14,2.82917,3.161035
C54H96N8Cd1I14,2.525519,2.684235
C54H96N8Sn1F14,2.389859,2.361349
C54H96N8Sn1Cl14,2.886496,3.530438
C54H96N8Sn1Br14,2.673617,3.106114
C54H96N8Sn1I14,2.138595,2.61909
C54H96N8Pb1F14,2.86229,2.556712
C54H96N8Pb1Cl14,3.018035,3.390652
C54H96N8Pb1Br14,2.897846,2.955119
C54H96N8Pb1I14,2.313672,2.579511
C54H96N8Bi1F14,2.804603,2.271563
C54H96N8Bi1Cl14,3.02733,3.091125
C54H96N8Bi1Br14,2.921862,2.612372
C54H96N8Bi1I14,2.286751,2.287174
C30H64N6Ge1F10,2.977885,3.257477
C30H64N6Ge1Cl10,3.093177,3.273226
C30H64N6Ge1Br10,2.980279,3.225463
C30H64N6Ge1I10,2.37202,2.524825
C30H64N6Cd1F10,2.629064,2.375816
C30H64N6Cd1Cl10,2.949857,3.305906
C30H64N6Cd1Br10,2.831308,3.01236
C30H64N6Cd1I10,2.56437,2.685999
C30H64N6Sn1F10,2.442653,2.412075
C30H64N6Sn1Cl10,2.887355,3.526852
C30H64N6Sn1Br10,2.661613,3.057783
C30H64N6Sn1I10,2.210731,2.520375
C30H64N6Pb1F10,2.909061,2.575219
C30H64N6Pb1Cl10,3.044282,3.144738
C30H64N6Pb1Br10,2.879689,2.873714
C30H64N6Pb1I10,2.336157,2.637876
C30H64N6Bi1F10,2.816628,2.20945
C30H64N6Bi1Cl10,3.026037,3.055048
C30H64N6Bi1Br10,2.928851,2.587702
C30H64N6Bi1I10,2.286946,2.322007
C16H22N2Ge1F6,3.146767,4.043293
C16H22N2Ge1Cl6,3.085267,3.246646
C16H22N2Ge1Br6,2.956594,3.204852
C16H22N2Ge1I6,2.386928,2.594687
C16H22N2Cd1F6,2.634717,2.267659
C16H22N2Cd1Cl6,2.857128,2.879585
C16H22N2Cd1Br6,2.816488,2.929812
C16H22N2Cd1I6,2.598637,2.849683
C16H22N2Sn1F6,2.496438,2.413694
C16H22N2Sn1Cl6,2.876724,3.164801
C16H22N2Sn1Br6,2.686068,3.099101
C16H22N2Sn1I6,2.16425,2.546262
C16H22N2Pb1F6,2.944157,2.573253
C16H22N2Pb1Cl6,3.024812,3.048746
C16H22N2Pb1Br6,2.865173,2.858213
C16H22N2Pb1I6,2.37529,2.609721
C16H22N2Bi1F6,2.82877,2.149513
C16H22N2Bi1Cl6,3.048687,3.037701
C16H22N2Bi1Br6,2.92773,2.665346
C16H22N2Bi1I6,2.289214,2.297316
C10H24N2O4Ge1F4,3.127658,4.161285
C10H24N2O4Ge1Cl4,3.180036,3.599462
C10H24N2O4Ge1Br4,3.029318,3.250132
C10H24N2O4Ge1I4,2.384155,3.234724
C10H24N2O4Cd1F4,2.736412,2.368312
C10H24N2O4Cd1Cl4,3.112644,3.502041
C10H24N2O4Cd1Br4,2.967796,3.204103
C10H24N2O4Cd1I4,2.630604,3.498092
C10H24N2O4Sn1F4,2.57268,2.414888
C10H24N2O4Sn1Cl4,2.942159,3.502661
C10H24N2O4Sn1Br4,2.72759,3.056538
C10H24N2O4Sn1I4,2.214314,3.309765
C10H24N2O4Pb1F4,3.001441,2.576507
C10H24N2O4Pb1Cl4,3.068772,3.358299
C10H24N2O4Pb1Br4,2.909296,2.849758
C10H24N2O4Pb1I4,2.35039,3.262312
C10H24N2O4Bi1F4,2.884164,2.344893
C10H24N2O4Bi1Cl4,3.059545,3.090291
C10H24N2O4Bi1Br4,2.937238,2.812595
C10H24N2O4Bi1I4,2.290063,2.42076
C14H14N2S6Ge1F4,3.157125,4.607524
C14H14N2S6Ge1Cl4,3.198653,3.505117
C14H14N2S6Ge1Br4,2.999026,3.347241
C14H14N2S6Ge1I4,2.392195,3.311199
C14H14N2S6Cd1F4,2.713649,2.234234
C14H14N2S6Cd1Cl4,3.095444,3.2508
C14H14N2S6Cd1Br4,2.919965,3.202645
C14H14N2S6Cd1I4,2.707674,3.42636
C14H14N2S6Sn1F4,2.563477,2.469285
C14H14N2S6Sn1Cl4,2.898667,3.506423
C14H14N2S6Sn1Br4,2.713106,3.149475
C14H14N2S6Sn1I4,2.222175,3.247433
C14H14N2S6Pb1F4,3.043699,2.547456
C14H14N2S6Pb1Cl4,3.048183,3.241829
C14H14N2S6Pb1Br4,2.895689,2.983786
C14H14N2S6Pb1I4,2.388699,3.350934
C14H14N2S6Bi1F4,2.880864,2.331721
C14H14N2S6Bi1Cl4,3.041045,3.087481
C14H14N2S6Bi1Br4,2.944436,2.823736
C14H14N2S6Bi1I4,2.281633,2.38781
C40H48N4S12Ge3F10,3.073154,3.271499
C40H48N4S12Ge3Cl10,3.184551,3.122547
C40H48N4S12Ge3Br10,3.136714,3.251703
C40H48N4S12Ge3I10,2.45409,3.195723
C40H48N4S12Cd3F10,2.684276,2.358621
C40H48N4S12Cd3Cl10,3.061489,3.151507
C40H48N4S12Cd3Br10,2.989421,3.080421
C40H48N4S12Cd3I10,2.668444,3.230883
C40H48N4S12Sn3F10,2.531508,2.274895
C40H48N4S12Sn3Cl10,2.941079,3.079692
C40H48N4S12Sn3Br10,2.806187,3.033353
C40H48N4S12Sn3I10,2.232957,3.009775
C40H48N4S12Pb3F10,3.076792,2.406919
C40H48N4S12Pb3Cl10,3.065782,2.923091
C40H48N4S12Pb3Br10,3.058667,2.974908
C40H48N4S12Pb3I10,2.393806,3.100572
C40H48N4S12Bi3F10,2.948782,2.394916
C40H48N4S12Bi3Cl10,2.946947,3.093429
C40H48N4S12Bi3Br10,2.869154,2.729382
C40H48N4S12Bi3I10,2.312858,2.830628
C30H36N3S9Ge2F9,3.075554,3.2696
C30H36N3S9Ge2Cl9,3.180201,3.129343
C30H36N3S9Ge2Br9,3.130914,3.235868
C30H36N3S9Ge2I9,2.442758,3.106562
C30H36N3S9Cd2F9,2.679926,2.359045
C30H36N3S9Cd2Cl9,3.046774,3.169288
C30H36N3S9Cd2Br9,3.002151,3.087801
C30H36N3S9Cd2I9,2.680069,3.282618
C30H36N3S9Sn2F9,2.522599,2.277653
C30H36N3S9Sn2Cl9,2.928879,3.086612
C30H36N3S9Sn2Br9,2.796686,3.001591
