Chemical Formula,Eg predicted by ETR (eV),Eg predicted by XGBR (eV)
C20H48N2Ge1I4,2.366291,2.544913
C20H48N2Cd1F4,2.62132,2.355045
C20H48N2Cd1Cl4,3.049458,3.568583
C20H48N2Cd1Br4,2.937353,3.259699
C20H48N2Cd1I4,2.573572,2.816362
C20H48N2Sn1F4,2.508092,2.235464
C20H48N2Sn1Cl4,2.973831,3.448991
C20H48N2Sn1Br4,2.735492,3.210042
C20H48N2Sn1I4,2.191272,2.789163
C20H48N2Pb1F4,2.934819,2.534037
C20H48N2Pb1Cl4,3.07099,3.328519
C20H48N2Pb1Br4,2.907713,3.136609
C20H48N2Pb1I4,2.328585,2.75368
C20H48N2Bi1F4,2.867602,2.225903
C20H48N2Bi1Cl4,3.049397,3.071058
C20H48N2Bi1Br4,2.948573,2.808736
C20H48N2Bi1I4,2.276755,2.351094
C20H48N2Ge1F4,3.095285,3.257929
C20H48N2Ge1Cl4,3.179146,3.530295
C20H48N2Ge1Br4,2.977936,3.174665
C20H48N2Ge1I4,2.366291,2.544913
C20H48N2Cd1F4,2.62132,2.355045
C20H48N2Cd1Cl4,3.049458,3.568583
C20H48N2Cd1Br4,2.937353,3.259699
C20H48N2Cd1I4,2.573572,2.816362
C20H48N2Sn1F4,2.508092,2.235464
C20H48N2Sn1Cl4,2.973831,3.448991
C20H48N2Sn1Br4,2.735492,3.210042
C20H48N2Sn1I4,2.191272,2.789163
C20H48N2Pb1F4,2.934819,2.534037
C20H48N2Pb1Cl4,3.07099,3.328519
C20H48N2Pb1Br4,2.907713,3.136609
C20H48N2Pb1I4,2.328585,2.75368
C20H48N2Bi1F4,2.867602,2.225903
C20H48N2Bi1Cl4,3.049397,3.071058
C20H48N2Bi1Br4,2.948573,2.808736
C20H48N2Bi1I4,2.276755,2.351094
C20H48N2Ge1F4,3.095285,3.257929
C20H48N2Ge1Cl4,3.179146,3.530295
C20H48N2Ge1Br4,2.977936,3.174665
C20H48N2Ge1I4,2.366291,2.544913
C20H48N2Cd1F4,2.62132,2.355045
C20H48N2Cd1Cl4,3.049458,3.568583
C20H48N2Cd1Br4,2.937353,3.259699
C20H48N2Cd1I4,2.573572,2.816362
C20H48N2Sn1F4,2.508092,2.235464
C20H48N2Sn1Cl4,2.973831,3.448991
C20H48N2Sn1Br4,2.735492,3.210042
C20H48N2Sn1I4,2.191272,2.789163
C20H48N2Pb1F4,2.934819,2.534037
C20H48N2Pb1Cl4,3.07099,3.328519
C20H48N2Pb1Br4,2.907713,3.136609
C20H48N2Pb1I4,2.328585,2.75368
C20H48N2Bi1F4,2.867602,2.225903
C20H48N2Bi1Cl4,3.049397,3.071058
C20H48N2Bi1Br4,2.948573,2.808736
C20H48N2Bi1I4,2.276755,2.351094
C20H48N2Ge1F4,3.095285,3.257929
C20H48N2Ge1Cl4,3.179146,3.530295
C20H48N2Ge1Br4,2.977936,3.174665
C20H48N2Ge1I4,2.366291,2.544913
C20H48N2Cd1F4,2.62132,2.355045
C20H48N2Cd1Cl4,3.049458,3.568583
C20H48N2Cd1Br4,2.937353,3.259699
C20H48N2Cd1I4,2.573572,2.816362
C20H48N2Sn1F4,2.508092,2.235464
C20H48N2Sn1Cl4,2.973831,3.448991
C20H48N2Sn1Br4,2.735492,3.210042
C20H48N2Sn1I4,2.191272,2.789163
C20H48N2Pb1F4,2.934819,2.534037
C20H48N2Pb1Cl4,3.07099,3.328519
C20H48N2Pb1Br4,2.907713,3.136609
C20H48N2Pb1I4,2.328585,2.75368
C20H48N2Bi1F4,2.867602,2.225903
C20H48N2Bi1Cl4,3.049397,3.071058
C20H48N2Bi1Br4,2.948573,2.808736
C20H48N2Bi1I4,2.276755,2.351094
C40H96N2Ge1F4,3.192344,3.325004
C40H96N2Ge1Cl4,3.244599,3.671156
C40H96N2Ge1Br4,3.003889,3.45314
C40H96N2Ge1I4,2.345655,2.670526
C40H96N2Cd1F4,2.618385,2.31954
C40H96N2Cd1Cl4,3.086135,3.65369
C40H96N2Cd1Br4,2.956331,3.326529
C40H96N2Cd1I4,2.578197,2.850644
C40H96N2Sn1F4,2.558881,2.274227
C40H96N2Sn1Cl4,2.973336,3.614266
C40H96N2Sn1Br4,2.742244,3.240567
C40H96N2Sn1I4,2.184358,2.817698
C40H96N2Pb1F4,2.976118,2.496439
C40H96N2Pb1Cl4,3.092981,3.445307
C40H96N2Pb1Br4,2.908588,3.265981
C40H96N2Pb1I4,2.312568,2.793234
C40H96N2Bi1F4,2.874042,2.209167
C40H96N2Bi1Cl4,3.044831,3.068211
C40H96N2Bi1Br4,2.955722,2.857695
C40H96N2Bi1I4,2.273705,2.482908
C6N2Ge1F4,3.157592,4.066035
C6N2Ge1Cl4,3.064293,2.920889
C6N2Ge1Br4,2.973211,3.326482
C6N2Ge1I4,2.402723,2.568135
C6N2Cd1F4,2.670861,2.347335
C6N2Cd1Cl4,2.878616,2.999346
C6N2Cd1Br4,2.828249,3.034051
C6N2Cd1I4,2.626586,3.515678
C6N2Sn1F4,2.508093,2.43397
C6N2Sn1Cl4,2.791264,2.931669
C6N2Sn1Br4,2.643665,3.022581
C6N2Sn1I4,2.202279,2.59538
C6N2Pb1F4,2.963846,2.552699
C6N2Pb1Cl4,2.98065,2.899639
C6N2Pb1Br4,2.861203,3.027702
C6N2Pb1I4,2.386004,2.592502
C6N2Bi1F4,2.812988,2.304971
C6N2Bi1Cl4,3.051085,3.077241
C6N2Bi1Br4,2.933711,2.705199
C6N2Bi1I4,2.294193,2.307188
C6N2Ge1F4,3.157592,4.066035
C6N2Ge1Cl4,3.064293,2.920889
C6N2Ge1Br4,2.973211,3.326482
C6N2Ge1I4,2.402723,2.568135
C6N2Cd1F4,2.670861,2.347335
C6N2Cd1Cl4,2.878616,2.999346
C6N2Cd1Br4,2.828249,3.034051
C6N2Cd1I4,2.626586,3.515678
C6N2Sn1F4,2.508093,2.43397
C6N2Sn1Cl4,2.791264,2.931669
C6N2Sn1Br4,2.643665,3.022581
C6N2Sn1I4,2.202279,2.59538
C6N2Pb1F4,2.963846,2.552699
C6N2Pb1Cl4,2.98065,2.899639
C6N2Pb1Br4,2.861203,3.027702
C6N2Pb1I4,2.386004,2.592502
C6N2Bi1F4,2.812988,2.304971
C6N2Bi1Cl4,3.051085,3.077241
C6N2Bi1Br4,2.933711,2.705199
C6N2Bi1I4,2.294193,2.307188
C6H18N2Ge1F4,3.128999,4.123136
C6H18N2Ge1Cl4,3.086322,3.363941
C6H18N2Ge1Br4,2.967799,3.238604
C6H18N2Ge1I4,2.378559,2.661492
C6H18N2Cd1F4,2.687,2.266867
C6H18N2Cd1Cl4,2.942157,2.985587
C6H18N2Cd1Br4,2.856926,3.047474
C6H18N2Cd1I4,2.612896,3.170621
C6H18N2Sn1F4,2.524092,2.465683
C6H18N2Sn1Cl4,2.857907,3.3305
C6H18N2Sn1Br4,2.654325,3.013592
C6H18N2Sn1I4,2.194605,2.605273
C6H18N2Pb1F4,2.977073,2.561023
C6H18N2Pb1Cl4,3.0054,3.122533
C6H18N2Pb1Br4,2.874616,2.995343
C6H18N2Pb1I4,2.3687,2.651373
C6H18N2Bi1F4,2.875217,2.339831
C6H18N2Bi1Cl4,3.069495,3.071385
C6H18N2Bi1Br4,2.946636,2.918871
C6H18N2Bi1I4,2.293576,2.384935
C8H22N2Ge1F4,3.128999,4.12138
C8H22N2Ge1Cl4,3.101669,3.326299
C8H22N2Ge1Br4,2.978382,3.24445
C8H22N2Ge1I4,2.367048,2.605783
C8H22N2Cd1F4,2.693346,2.29997
C8H22N2Cd1Cl4,2.933171,3.347616
C8H22N2Cd1Br4,2.831862,3.058827
C8H22N2Cd1I4,2.582496,2.81418
C8H22N2Sn1F4,2.523192,2.471152
C8H22N2Sn1Cl4,2.878792,3.305029
C8H22N2Sn1Br4,2.651096,2.959136
C8H22N2Sn1I4,2.185879,2.586345
C8H22N2Pb1F4,2.961322,2.639229
C8H22N2Pb1Cl4,3.02385,3.232589
C8H22N2Pb1Br4,2.877766,2.947138
C8H22N2Pb1I4,2.3665,2.614909
C8H22N2Bi1F4,2.875217,2.339831
C8H22N2Bi1Cl4,3.067795,3.076908
C8H22N2Bi1Br4,2.944443,2.924393
C8H22N2Bi1I4,2.293576,2.39871
C12H30N2Ge1F4,3.126972,4.084714
C12H30N2Ge1Cl4,3.109922,3.593472
C12H30N2Ge1Br4,2.966349,3.213823
C12H30N2Ge1I4,2.359443,2.568478
C12H30N2Cd1F4,2.686201,2.376164
C12H30N2Cd1Cl4,2.940276,3.169205
C12H30N2Cd1Br4,2.815061,2.994262
C12H30N2Cd1I4,2.583086,2.809772
C12H30N2Sn1F4,2.520495,2.428898
C12H30N2Sn1Cl4,2.907361,3.54939
C12H30N2Sn1Br4,2.662308,2.983579
C12H30N2Sn1I4,2.156983,2.504762
C12H30N2Pb1F4,2.938772,2.53669
C12H30N2Pb1Cl4,3.039941,3.178544
C12H30N2Pb1Br4,2.887141,2.901739
C12H30N2Pb1I4,2.354502,2.579781
C12H30N2Bi1F4,2.876917,2.3269
C12H30N2Bi1Cl4,3.06634,3.062628
C12H30N2Bi1Br4,2.939773,2.880948
C12H30N2Bi1I4,2.289676,2.403017
C4H14N2Ge1F4,3.11845,4.046317
C4H14N2Ge1Cl4,3.076537,3.274901
C4H14N2Ge1Br4,2.979549,3.288977
C4H14N2Ge1I4,2.386792,2.600547
C4H14N2Cd1F4,2.691,2.285715
C4H14N2Cd1Cl4,2.938521,3.054688
C4H14N2Cd1Br4,2.843526,3.073506
C4H14N2Cd1I4,2.627096,3.165265
C4H14N2Sn1F4,2.531815,2.359155
C4H14N2Sn1Cl4,2.84042,3.264005
C4H14N2Sn1Br4,2.64968,2.942918
C4H14N2Sn1I4,2.202523,2.623588
C4H14N2Pb1F4,2.977205,2.507899
C4H14N2Pb1Cl4,3.001373,3.120116
C4H14N2Pb1Br4,2.875231,3.022702
C4H14N2Pb1I4,2.364246,2.596065
C4H14N2Bi1F4,2.875217,2.339831
C4H14N2Bi1Cl4,3.068695,3.078305
C4H14N2Bi1Br4,2.946636,2.918871
C4H14N2Bi1I4,2.294522,2.384935
C6H22N2Ge1F4,3.09703,3.172311
C6H22N2Ge1Cl4,3.128596,3.319412
C6H22N2Ge1Br4,3.000272,3.252632
C6H22N2Ge1I4,2.375987,2.652879
C6H22N2Cd1F4,2.639706,2.316035
C6H22N2Cd1Cl4,2.998004,3.343652
C6H22N2Cd1Br4,2.878492,3.096367
C6H22N2Cd1I4,2.640317,2.787607
C6H22N2Sn1F4,2.496686,2.399975
C6H22N2Sn1Cl4,2.892299,3.302601
C6H22N2Sn1Br4,2.694051,3.043934
C6H22N2Sn1I4,2.205014,2.656002
C6H22N2Pb1F4,2.996187,2.450976
C6H22N2Pb1Cl4,3.038878,3.155516
C6H22N2Pb1Br4,2.904879,2.950368
C6H22N2Pb1I4,2.36023,2.676496
C6H22N2Bi1F4,2.867414,2.213029
C6H22N2Bi1Cl4,3.040352,3.071667
C6H22N2Bi1Br4,2.934688,2.889763
C6H22N2Bi1I4,2.293409,2.389909
C34H100N8Ge3F14,3.103585,4.013588
C34H100N8Ge3Cl14,3.134313,3.25732
C34H100N8Ge3Br14,2.966482,3.142402
C34H100N8Ge3I14,2.349027,2.561453
C34H100N8Cd3F14,2.624533,2.415985
C34H100N8Cd3Cl14,2.983048,3.308544
C34H100N8Cd3Br14,2.832658,3.166526
C34H100N8Cd3I14,2.620723,2.865194
C34H100N8Sn3F14,2.4979,2.274923
C34H100N8Sn3Cl14,2.872,3.237325
C34H100N8Sn3Br14,2.655494,3.00698
C34H100N8Sn3I14,2.20545,2.58182
C34H100N8Pb3F14,2.907411,2.494377
C34H100N8Pb3Cl14,3.015991,3.117771
C34H100N8Pb3Br14,2.877645,2.864028
C34H100N8Pb3I14,2.331879,2.593658
C34H100N8Bi3F14,2.869114,2.218699
C34H100N8Bi3Cl14,3.053797,3.071058
C34H100N8Bi3Br14,2.937338,2.904942
C34H100N8Bi3I14,2.290276,2.417256
C8H22N2Ge1F4,3.128999,4.12138
C8H22N2Ge1Cl4,3.101669,3.326299
C8H22N2Ge1Br4,2.978382,3.24445
C8H22N2Ge1I4,2.367048,2.605783
C8H22N2Cd1F4,2.693346,2.29997
C8H22N2Cd1Cl4,2.933171,3.347616
C8H22N2Cd1Br4,2.831862,3.058827
C8H22N2Cd1I4,2.582496,2.81418
C8H22N2Sn1F4,2.523192,2.471152
C8H22N2Sn1Cl4,2.878792,3.305029
C8H22N2Sn1Br4,2.651096,2.959136
C8H22N2Sn1I4,2.185879,2.586345
C8H22N2Pb1F4,2.961322,2.639229
C8H22N2Pb1Cl4,3.02385,3.232589
C8H22N2Pb1Br4,2.877766,2.947138
C8H22N2Pb1I4,2.3665,2.614909
C8H22N2Bi1F4,2.875217,2.339831
C8H22N2Bi1Cl4,3.067795,3.076908
C8H22N2Bi1Br4,2.944443,2.924393
C8H22N2Bi1I4,2.293576,2.39871
C10H26N2Ge1F4,3.129372,4.084714
C10H26N2Ge1Cl4,3.103746,3.293803
C10H26N2Ge1Br4,2.965549,3.18208
C10H26N2Ge1I4,2.366993,2.570942
C10H26N2Cd1F4,2.68083,2.283645
C10H26N2Cd1Cl4,2.933273,3.268157
C10H26N2Cd1Br4,2.798392,3.062603
C10H26N2Cd1I4,2.579931,2.830104
C10H26N2Sn1F4,2.509616,2.42889
C10H26N2Sn1Cl4,2.885055,3.551855
C10H26N2Sn1Br4,2.650696,2.95029
C10H26N2Sn1I4,2.190876,2.586514
C10H26N2Pb1F4,2.961322,2.53669
C10H26N2Pb1Cl4,3.040966,3.1243
C10H26N2Pb1Br4,2.879066,2.915086
C10H26N2Pb1I4,2.363938,2.588888
C10H26N2Bi1F4,2.876917,2.321377
C10H26N2Bi1Cl4,3.06634,3.062628
C10H26N2Bi1Br4,2.939423,2.933771
C10H26N2Bi1I4,2.290026,2.39871
C12H30N2Ge1F4,3.126972,4.084714
C12H30N2Ge1Cl4,3.109922,3.593472
C12H30N2Ge1Br4,2.966349,3.213823
C12H30N2Ge1I4,2.359443,2.568478
C12H30N2Cd1F4,2.686201,2.376164
C12H30N2Cd1Cl4,2.940276,3.169205
C12H30N2Cd1Br4,2.815061,2.994262
C12H30N2Cd1I4,2.583086,2.809772
C12H30N2Sn1F4,2.520495,2.428898
C12H30N2Sn1Cl4,2.907361,3.54939
C12H30N2Sn1Br4,2.662308,2.983579
C12H30N2Sn1I4,2.156983,2.504762
C12H30N2Pb1F4,2.938772,2.53669
C12H30N2Pb1Cl4,3.039941,3.178544
C12H30N2Pb1Br4,2.887141,2.901739
C12H30N2Pb1I4,2.354502,2.579781
C12H30N2Bi1F4,2.876917,2.3269
C12H30N2Bi1Cl4,3.06634,3.062628
C12H30N2Bi1Br4,2.939773,2.880948
C12H30N2Bi1I4,2.289676,2.403017
C10H12N2Ge1F4,3.150329,4.119251
C10H12N2Ge1Cl4,3.071359,3.040448
C10H12N2Ge1Br4,2.968651,3.235257
C10H12N2Ge1I4,2.406153,2.638934
C10H12N2Cd1F4,2.679042,2.292182
C10H12N2Cd1Cl4,2.903573,3.046163
C10H12N2Cd1Br4,2.848149,3.088846
C10H12N2Cd1I4,2.636211,3.145538
C10H12N2Sn1F4,2.51434,2.509117
C10H12N2Sn1Cl4,2.842042,2.961648
C10H12N2Sn1Br4,2.655008,3.057268
C10H12N2Sn1I4,2.203505,2.604904
C10H12N2Pb1F4,2.975508,2.530747
C10H12N2Pb1Cl4,2.985692,2.767118
C10H12N2Pb1Br4,2.869572,2.980518
C10H12N2Pb1I4,2.383081,2.653075
C10H12N2Bi1F4,2.81144,2.321877
C10H12N2Bi1Cl4,3.043185,3.094241
C10H12N2Bi1Br4,2.93079,2.715713
C10H12N2Bi1I4,2.291414,2.312032
C4H20N4Ge1F6,2.968497,3.224564
C4H20N4Ge1Cl6,3.086549,3.402573
C4H20N4Ge1Br6,2.957093,3.282471
C4H20N4Ge1I6,2.367793,3.216083
C4H20N4Cd1F6,2.652926,2.43435
C4H20N4Cd1Cl6,2.99213,3.359299
C4H20N4Cd1Br6,2.865135,3.025531
C4H20N4Cd1I6,2.64508,3.347147
C4H20N4Sn1F6,2.440348,2.393367
C4H20N4Sn1Cl6,2.833471,3.357404
C4H20N4Sn1Br6,2.68855,3.044201
C4H20N4Sn1I6,2.215626,3.194721
C4H20N4Pb1F6,2.974776,2.539151
C4H20N4Pb1Cl6,2.999305,3.234253
C4H20N4Pb1Br6,2.874139,2.893562
C4H20N4Pb1I6,2.341334,3.252438
C4H20N4Bi1F6,2.897099,2.283027
C4H20N4Bi1Cl6,3.064502,3.099669
C4H20N4Bi1Br6,2.938165,2.807604
C4H20N4Bi1I6,2.279249,2.409291
C13H16N2Ge2F6,3.000234,3.250201
C13H16N2Ge2Cl6,2.961086,3.292251
C13H16N2Ge2Br6,3.001647,3.258828
C13H16N2Ge2I6,2.353738,2.57461
C13H16N2Cd2F6,2.629574,2.413933
C13H16N2Cd2Cl6,2.919653,3.046222
C13H16N2Cd2Br6,2.835308,3.186022
C13H16N2Cd2I6,2.553907,2.659792
C13H16N2Sn2F6,2.396331,2.35851
C13H16N2Sn2Cl6,2.821627,3.231572
C13H16N2Sn2Br6,2.645849,3.021353
C13H16N2Sn2I6,2.191774,2.558981
C13H16N2Pb2F6,2.872123,2.452719
C13H16N2Pb2Cl6,2.934122,2.854815
C13H16N2Pb2Br6,2.87544,2.985371
C13H16N2Pb2I6,2.303903,2.463299
C13H16N2Bi2F6,2.761043,2.291268
C13H16N2Bi2Cl6,2.992419,3.034319
C13H16N2Bi2Br6,2.916324,2.748785
C13H16N2Bi2I6,2.306151,2.493382
C9H28N3Ge2F7,2.979685,3.206202
C9H28N3Ge2Cl7,3.10732,3.40028
C9H28N3Ge2Br7,3.005275,3.270072
C9H28N3Ge2I7,2.406029,2.649356
C9H28N3Cd2F7,2.635377,2.398939
C9H28N3Cd2Cl7,2.938257,3.364266
C9H28N3Cd2Br7,2.889367,3.092769
C9H28N3Cd2I7,2.63513,3.027959
C9H28N3Sn2F7,2.442159,2.346672
C9H28N3Sn2Cl7,2.85698,3.321471
C9H28N3Sn2Br7,2.655693,3.037626
C9H28N3Sn2I7,2.210123,2.575479
C9H28N3Pb2F7,2.946891,2.540399
C9H28N3Pb2Cl7,3.001508,3.25084
C9H28N3Pb2Br7,2.91105,3.045798
C9H28N3Pb2I7,2.342792,2.701932
C9H28N3Bi2F7,2.860764,2.294873
C9H28N3Bi2Cl7,3.066252,3.101185
C9H28N3Bi2Br7,2.923662,2.845882
C9H28N3Bi2I7,2.319477,2.330144
C10H34N4Ge3F10,2.990885,3.324797
C10H34N4Ge3Cl10,3.110776,3.492976
C10H34N4Ge3Br10,3.005879,3.275643
C10H34N4Ge3I10,2.408291,2.635271
C10H34N4Cd3F10,2.656264,2.294676
C10H34N4Cd3Cl10,2.939482,3.108967
C10H34N4Cd3Br10,2.851797,3.142767
C10H34N4Cd3I10,2.671467,3.092829
C10H34N4Sn3F10,2.440559,2.450745
C10H34N4Sn3Cl10,2.852107,3.379819
C10H34N4Sn3Br10,2.661208,3.106707
C10H34N4Sn3I10,2.202884,2.697773
C10H34N4Pb3F10,2.956906,2.538978
C10H34N4Pb3Cl10,2.987866,3.253517
C10H34N4Pb3Br10,2.902138,3.03839
C10H34N4Pb3I10,2.373253,2.643045
C10H34N4Bi3F10,2.862014,2.259559
C10H34N4Bi3Cl10,3.070402,3.110889
C10H34N4Bi3Br10,2.932812,2.862896
C10H34N4Bi3I10,2.298972,2.413921
C11H40N5Ge4F13,2.992989,3.252372
C11H40N5Ge4Cl13,3.121014,3.36718
C11H40N5Ge4Br13,3.00861,3.362856
C11H40N5Ge4I13,2.378503,2.613276
C11H40N5Cd4F13,2.661206,2.378541
C11H40N5Cd4Cl13,2.989633,3.539391
C11H40N5Cd4Br13,2.871428,3.182606
C11H40N5Cd4I13,2.61338,3.298975
C11H40N5Sn4F13,2.497404,2.406343
C11H40N5Sn4Cl13,2.88777,3.442586
C11H40N5Sn4Br13,2.671903,3.098702
C11H40N5Sn4I13,2.196349,2.572274
C11H40N5Pb4F13,3.045952,2.429153
C11H40N5Pb4Cl13,2.956515,3.741064
C11H40N5Pb4Br13,2.850077,3.111764
C11H40N5Pb4I13,2.289421,2.846036
C11H40N5Bi4F13,2.890052,2.293763
C11H40N5Bi4Cl13,3.047456,3.051285
C11H40N5Bi4Br13,2.914301,2.89681
C11H40N5Bi4I13,2.282316,2.423382
C9H24N2Ge1F4,3.093108,3.233371
C9H24N2Ge1Cl4,3.114547,3.333379
C9H24N2Ge1Br4,2.980679,3.201877
C9H24N2Ge1I4,2.36583,2.58303
C9H24N2Cd1F4,2.647147,2.418769
C9H24N2Cd1Cl4,2.963653,3.184791
C9H24N2Cd1Br4,2.825864,3.038667
C9H24N2Cd1I4,2.603254,2.817405
C9H24N2Sn1F4,2.477636,2.422796
C9H24N2Sn1Cl4,2.866629,3.267381
C9H24N2Sn1Br4,2.652158,3.02639
C9H24N2Sn1I4,2.199011,2.533392
C9H24N2Pb1F4,2.910461,2.568569
C9H24N2Pb1Cl4,3.018541,3.156672
C9H24N2Pb1Br4,2.884621,2.828449
C9H24N2Pb1I4,2.350414,2.605415
C9H24N2Bi1F4,2.865914,2.228293
C9H24N2Bi1Cl4,3.065097,3.067542
C9H24N2Bi1Br4,2.943288,2.898148
C9H24N2Bi1I4,2.300176,2.438742
C10H30N3Ge2F7,2.979685,3.255929
C10H30N3Ge2Cl7,3.10562,3.30647
C10H30N3Ge2Br7,3.005275,3.270886
C10H30N3Ge2I7,2.399179,2.624737
C10H30N3Cd2F7,2.635265,2.397327
C10H30N3Cd2Cl7,2.94435,3.36304
C10H30N3Cd2Br7,2.918366,3.061051
C10H30N3Cd2I7,2.63758,2.722879
C10H30N3Sn2F7,2.451487,2.343571
C10H30N3Sn2Cl7,2.85518,3.255349
C10H30N3Sn2Br7,2.655543,3.027868
C10H30N3Sn2I7,2.207523,2.549458
C10H30N3Pb2F7,2.924341,2.523492
C10H30N3Pb2Cl7,3.010479,3.214938
C10H30N3Pb2Br7,2.90575,2.976317
C10H30N3Pb2I7,2.342192,2.671449
C10H30N3Bi2F7,2.860764,2.294873
C10H30N3Bi2Cl7,3.060397,3.082703
C10H30N3Bi2Br7,2.920562,2.815237
C10H30N3Bi2I7,2.320121,2.341481
C11H36N4Ge3F10,2.990885,3.322029
C11H36N4Ge3Cl10,3.115376,3.462825
C11H36N4Ge3Br10,3.005875,3.284384
C11H36N4Ge3I10,2.404891,2.616006
C11H36N4Cd3F10,2.655114,2.294676
C11H36N4Cd3Cl10,2.951593,3.349813
C11H36N4Cd3Br10,2.858922,3.135637
C11H36N4Cd3I10,2.671467,3.079586
C11H36N4Sn3F10,2.440559,2.416903
C11H36N4Sn3Cl10,2.85507,3.314903
C11H36N4Sn3Br10,2.657808,3.107338
C11H36N4Sn3I10,2.198684,2.685532
C11H36N4Pb3F10,2.952806,2.643421
C11H36N4Pb3Cl10,3.000917,3.258346
C11H36N4Pb3Br10,2.894938,3.033701
C11H36N4Pb3I10,2.368642,2.659318
C11H36N4Bi3F10,2.862014,2.259559
C11H36N4Bi3Cl10,3.066952,3.110889
C11H36N4Bi3Br10,2.932712,2.864707
C11H36N4Bi3I10,2.300226,2.413921
C8H20N2O4Ge1F4,3.095039,3.409164
C8H20N2O4Ge1Cl4,3.253945,3.758354
C8H20N2O4Ge1Br4,3.08307,3.670929
C8H20N2O4Ge1I4,2.330284,3.18249
C8H20N2O4Cd1F4,2.64438,2.453837
C8H20N2O4Cd1Cl4,3.11115,3.706256
C8H20N2O4Cd1Br4,3.004679,3.470345
C8H20N2O4Cd1I4,2.5658,3.312868
C8H20N2O4Sn1F4,2.562178,2.442839
C8H20N2O4Sn1Cl4,2.997768,3.622424
C8H20N2O4Sn1Br4,2.793041,3.387115
C8H20N2O4Sn1I4,2.112848,3.337296
C8H20N2O4Pb1F4,3.083353,2.542866
C8H20N2O4Pb1Cl4,3.072815,3.535018
C8H20N2O4Pb1Br4,2.96808,3.392075
C8H20N2O4Pb1I4,2.295924,3.229917
C8H20N2O4Bi1F4,2.978866,2.336989
C8H20N2O4Bi1Cl4,3.03858,3.264729
C8H20N2O4Bi1Br4,3.001259,2.988577
C8H20N2O4Bi1I4,2.231527,2.983864
C10N2Ge1F6,2.988034,3.23675
C10N2Ge1Cl6,2.943787,3.023852
C10N2Ge1Br6,2.982864,3.312174
C10N2Ge1I6,2.377026,2.827652
C10N2Cd1F6,2.629126,2.251438
C10N2Cd1Cl6,2.857237,3.008726
C10N2Cd1Br6,2.802955,3.053176
C10N2Cd1I6,2.615493,3.332214
C10N2Sn1F6,2.372132,2.354953
C10N2Sn1Cl6,2.754857,2.899909
C10N2Sn1Br6,2.611319,3.094012
C10N2Sn1I6,2.196637,2.877851
C10N2Pb1F6,2.890742,2.535694
C10N2Pb1Cl6,2.916493,2.881954
C10N2Pb1Br6,2.845892,3.019295
C10N2Pb1I6,2.360857,2.787935
C10N2Bi1F6,2.775302,2.220598
C10N2Bi1Cl6,3.00767,3.076908
C10N2Bi1Br6,2.896261,2.798361
C10N2Bi1I6,2.322238,2.355297
C3H12N2Ge1F4,3.07466,3.245759
C3H12N2Ge1Cl4,3.086249,3.408922
C3H12N2Ge1Br4,2.98335,3.260646
C3H12N2Ge1I4,2.399038,2.563274
C3H12N2Cd1F4,2.656277,2.290708
C3H12N2Cd1Cl4,2.932128,3.259717
C3H12N2Cd1Br4,2.850818,3.01963
C3H12N2Cd1I4,2.620121,3.476084
C3H12N2Sn1F4,2.48502,2.367965
C3H12N2Sn1Cl4,2.838677,3.349648
C3H12N2Sn1Br4,2.654354,2.992249
C3H12N2Sn1I4,2.201814,2.583422
C3H12N2Pb1F4,2.972379,2.586628
C3H12N2Pb1Cl4,2.997266,3.263548
C3H12N2Pb1Br4,2.882808,2.936809
C3H12N2Pb1I4,2.375427,2.596226
C3H12N2Bi1F4,2.861275,2.219306
C3H12N2Bi1Cl4,3.063352,3.078693
C3H12N2Bi1Br4,2.938445,2.870515
C3H12N2Bi1I4,2.291872,2.404091
C8H28N4Ge1F4,3.074097,3.221807
C8H28N4Ge1Cl4,3.070659,3.306549
C8H28N4Ge1Br4,2.960328,3.207046
C8H28N4Ge1I4,2.375807,2.445574
C8H28N4Cd1F4,2.626882,2.287573
C8H28N4Cd1Cl4,2.971013,3.2059
C8H28N4Cd1Br4,2.831655,2.894675
C8H28N4Cd1I4,2.601637,2.959144
C8H28N4Sn1F4,2.488773,2.360374
C8H28N4Sn1Cl4,2.837303,3.275648
C8H28N4Sn1Br4,2.670979,3.056698
C8H28N4Sn1I4,2.211047,2.521881
C8H28N4Pb1F4,2.965437,2.470686
C8H28N4Pb1Cl4,3.01093,3.213231
C8H28N4Pb1Br4,2.884257,2.946109
C8H28N4Pb1I4,2.319883,2.592061
C8H28N4Bi1F4,2.858314,2.231853
C8H28N4Bi1Cl4,3.054452,3.08207
C8H28N4Bi1Br4,2.937788,2.901732
C8H28N4Bi1I4,2.284833,2.328954
C6H18N2Ge1F4,2.979215,3.254072
C6H18N2Ge1Cl4,3.113575,3.331944
C6H18N2Ge1Br4,2.98188,3.333808
C6H18N2Ge1I4,2.299657,2.650957
C6H18N2Cd1F4,2.610507,2.452791
C6H18N2Cd1Cl4,3.037431,3.4277
C6H18N2Cd1Br4,2.87611,3.10149
C6H18N2Cd1I4,2.547068,2.768468
C6H18N2Sn1F4,2.495903,2.428876
C6H18N2Sn1Cl4,2.911382,3.298066
C6H18N2Sn1Br4,2.678789,3.155699
C6H18N2Sn1I4,2.170668,2.860423
C6H18N2Pb1F4,2.97458,2.50835
C6H18N2Pb1Cl4,3.045976,3.334395
